"tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","averageRating","numVotes","directors","writers","director_writer_pair"
"tt2888624","tvEpisode","Turbo: A Power Rangers Movie","Turbo: A Power Rangers Movie","0","2013",NA,"28","Comedy,Fantasy",7.5,122,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt2888626","tvEpisode","What Does the Secret of NIMH Mean?","What Does the Secret of NIMH Mean?","0","2013",NA,"10","Comedy,Fantasy",6.6,63,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2901620","tvEpisode","Iron Man 3","Iron Man 3","0","2013",NA,"4","Comedy,Short",5.9,13,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2910558","tvEpisode","Spoznaja","Spoznaja","0","2013",NA,NA,"Comedy",8.7,9,"nm1030346","nm1636775","nm1030346 - nm1636775"
"tt2918052","tvEpisode","Just the Job","Just the Job","0","2013",NA,"29","Comedy,Game-Show",6.6,77,"nm0520961","nm0516032","nm0520961 - nm0516032"
"tt2919910","tvSeries","Whose Line Is It Anyway?","Whose Line Is It Anyway?","0","2013",NA,"22","Comedy,Game-Show",8.4,7975,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt2920550","tvEpisode","Souperman","Souperman","0","2013",NA,"15","Comedy",7.8,15,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2920574","tvEpisode","My Baby Is Black!","My Baby Is Black!","0","2013",NA,"20","Comedy",8.2,20,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2920906","tvEpisode","Ty Simpkins Talks Iron Man 3, Insidious and Robert Downy Jr. With Piper Reese","Ty Simpkins Talks Iron Man 3, Insidious and Robert Downy Jr. With Piper Reese","0","2013",NA,NA,"Talk-Show",7.2,16,"nm4440179","nm4440179","nm4440179 - nm4440179"
"tt2931424","tvEpisode","Star Trek Into Darkness","Star Trek Into Darkness","0","2013",NA,"6","Comedy,Short",5.6,13,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2940710","tvEpisode","The Roses in the Vineyard","The Roses in the Vineyard","0","2013",NA,NA,"Animation,Comedy,Crime",6.4,18,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt2940714","tvEpisode","The Missing Japanese Sweet in the Old Shop","The Missing Japanese Sweet in the Old Shop","0","2013",NA,NA,"Animation,Comedy,Crime",5.8,19,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt2944010","tvEpisode","Kamandi at Earth's End #4","Kamandi at Earth's End #4","0","2013",NA,"19","Comedy,Sci-Fi",7.4,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944012","tvEpisode","SCI-Spy #3","SCI-Spy #3","0","2013",NA,"21","Comedy,Sci-Fi",7.2,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944014","tvEpisode","Comic Book Quickies #1","Comic Book Quickies #1","0","2013",NA,"21","Comedy,Sci-Fi",7.7,7,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944016","tvEpisode","Star Trek: The Next Generation/X-Men #1","Star Trek: The Next Generation/X-Men #1","0","2013",NA,"28","Comedy,Sci-Fi",7.4,8,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944022","tvEpisode","Mr. T and the T-Force #2","Mr. T and the T-Force #2","0","2013",NA,"18","Comedy,Sci-Fi",8.4,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944028","tvEpisode","Tandy Computer Whiz Kids: A Deadly Choice","Tandy Computer Whiz Kids: A Deadly Choice","0","2013",NA,"40","Comedy,Sci-Fi",8.6,8,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944030","tvEpisode","All-Star Batman and Robin #6","All-Star Batman and Robin #6","0","2013",NA,"27","Comedy,Sci-Fi",8.8,9,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944032","tvEpisode","Battlestar Galactica #1","Battlestar Galactica #1","0","2013",NA,"33","Comedy,Sci-Fi",6.2,7,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2944036","tvEpisode","Marville #5","Marville #5","0","2013",NA,"35","Comedy,Sci-Fi",8.4,9,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt2948940","tvEpisode","Shock! Shock! Shock!","Shock! Shock! Shock!","0","2013",NA,"20","Comedy",7.9,13,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2948942","tvEpisode","In Search of the Wow Wow Wibble Woggle Wazzie Woodle Woo","In Search of the Wow Wow Wibble Woggle Wazzie Woodle Woo","0","2013",NA,"17","Comedy",9.1,25,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2948948","tvEpisode","Ilsa, Harem Keeper of the Oil Sheiks","Ilsa, Harem Keeper of the Oil Sheiks","0","2013",NA,"17","Comedy",7.3,10,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2967562","tvEpisode","Top 11 Dumbest Lord of the Rings Moments","Top 11 Dumbest Lord of the Rings Moments","0","2013",NA,"32","Comedy,Fantasy",6.8,96,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt2967566","tvEpisode","Are Superheroes Whiny Little Bitches?","Are Superheroes Whiny Little Bitches?","0","2013",NA,"11","Comedy,Fantasy",6.5,67,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2968340","video","Prince of the City: The Real Story","Prince of the City: The Real Story","0","2007",NA,"30","Documentary,Short",6.1,12,"nm0100522","nm0100522","nm0100522 - nm0100522"
"tt2969450","tvEpisode","Super Mario 4 Rambo","Super Mario 4 Rambo","0","2012",NA,"14","Comedy,Talk-Show",7.2,37,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2969456","tvEpisode","NES Golf","NES Golf","0","2012",NA,"13","Comedy,Talk-Show",6.7,32,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971654","tvEpisode","Atari Jaguar CD","Atari Jaguar CD","0","2013",NA,"14","Comedy,Talk-Show",7.6,35,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971660","tvEpisode","SimCity","SimCity","0","2013",NA,"15","Comedy,Talk-Show",7.1,30,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971666","tvEpisode","Mario Paint","Mario Paint","0","2013",NA,NA,"Comedy,Talk-Show",7.8,34,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971668","tvEpisode","Super C","Super C","0","2013",NA,NA,"Comedy,Talk-Show",7.2,27,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971670","tvEpisode","Turtles in Time","Turtles in Time","0","2013",NA,NA,"Comedy,Talk-Show",7.3,26,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971672","tvEpisode","Odyssey II","Odyssey II","0","2013",NA,NA,"Comedy,Talk-Show",7.4,25,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2971674","tvEpisode","Snake Rattle n' Roll","Snake Rattle n' Roll","0","2013",NA,NA,"Comedy,Talk-Show",7.2,24,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2980508","tvEpisode","Episode #12.1","Episode #12.1","0","2013",NA,NA,"Comedy,Game-Show",5.8,18,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt2986352","tvEpisode","Atari: Part 1 - Introduction","Atari: Part 1 - Introduction","0","2013",NA,NA,"Comedy,Talk-Show",7.2,23,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2990176","tvEpisode","Man of Steel","Man of Steel","0","2013",NA,"5","Comedy,Short",5,14,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2990434","tvEpisode","Is it Right to Nitpick?","Is it Right to Nitpick?","0","2013",NA,"7","Comedy,Fantasy",7,59,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt2992854","short","Julia","Julia","0","2013",NA,"30","Crime,Short",4.5,104,"nm5741914","nm5741914","nm5741914 - nm5741914"
"tt2994028","tvEpisode","The Legend of the Lone Ranger","The Legend of the Lone Ranger","0","2013",NA,"22","Comedy",7.9,12,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt2994326","tvEpisode","Mario/Zelda Homebrews","Mario/Zelda Homebrews","0","2013",NA,NA,"Comedy,Talk-Show",7.2,24,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt2997476","tvEpisode","Twilight Sparkle Voice Tara Strong Talking and Singing at My Little Pony Equestria Girls Premiere!","Twilight Sparkle Voice Tara Strong Talking and Singing at My Little Pony Equestria Girls Premiere!","0","2013",NA,NA,"Talk-Show",7.2,16,"nm4440179","nm4440179","nm4440179 - nm4440179"
"tt3004772","tvEpisode","Robot Jox","Robot Jox","0","2013",NA,"22","Comedy",8.5,16,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3005188","tvEpisode","Episode #12.2","Episode #12.2","0","2013",NA,NA,"Comedy,Game-Show",6.5,16,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt3006760","tvEpisode","Was Batman Season 4 Hit or Miss?","Was Batman Season 4 Hit or Miss?","0","2013",NA,"14","Comedy,Fantasy",6.5,63,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3007646","tvEpisode","Lone Ranger Awesomeness! Jerry Bruckheimer, Chad Oman & Saginaw Talk Silver & American Indians!","Lone Ranger Awesomeness! Jerry Bruckheimer, Chad Oman & Saginaw Talk Silver & American Indians!","0","2013",NA,NA,"Talk-Show",6.9,16,"nm4440179","nm4440179","nm4440179 - nm4440179"
"tt3016530","tvEpisode","Episode #12.3","Episode #12.3","0","2013",NA,NA,"Comedy,Game-Show",6.6,16,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt3019320","tvEpisode","Bill & Ted's Excellent Adventure","Bill & Ted's Excellent Adventure","0","2013",NA,"18","Comedy,Fantasy,Sci-Fi",7.8,172,"nm3005544","nm3005544","nm3005544 - nm3005544"
"tt3021002","tvEpisode","Atari: Part 2 - Classic 2600 Games","Atari: Part 2 - Classic 2600 Games","0","2013",NA,NA,"Comedy,Talk-Show",7.5,26,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3021008","tvEpisode","Taboo the Sixth Sense","Taboo the Sixth Sense","0","2013",NA,NA,"Comedy,Talk-Show",6.9,26,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3021370","tvEpisode","Dogs","Dogs","0","2013",NA,"17","Comedy",7.9,18,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3025566","tvEpisode","Sailor Moon","Sailor Moon","0","2013",NA,"26","Comedy,Fantasy",5.8,120,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt3032342","tvEpisode","Despicable Me 2","Despicable Me 2","0","2013",NA,"5","Comedy,Short",5.9,11,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3035568","tvEpisode","Episode #12.4","Episode #12.4","0","2013",NA,NA,"Comedy,Game-Show",6.5,15,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt3042876","tvEpisode","The Taming of Rebecca","The Taming of Rebecca","0","2013",NA,"13","Comedy",8.5,22,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3045424","tvEpisode","Episode #12.5","Episode #12.5","0","2013",NA,NA,"Comedy,Game-Show",6.5,18,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt3053400","tvEpisode","No Way! The UFO Crash Case","No Way! The UFO Crash Case","0","2013",NA,NA,"Animation,Comedy,Crime",5.9,16,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt3053414","tvEpisode","The Stormy Flowerbed Conspiracy","The Stormy Flowerbed Conspiracy","0","2013",NA,NA,"Animation,Comedy,Crime",6,17,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt3053418","tvEpisode","The Window of the Girls Academy","The Window of the Girls Academy","0","2013",NA,NA,"Animation,Comedy,Crime",6.2,19,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt3053428","tvEpisode","The Shadow That Approaches Haibara's Secret: Part 1","The Shadow That Approaches Haibara's Secret: Part 1","0","2013",NA,NA,"Animation,Comedy,Crime",7.8,27,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt3053452","tvEpisode","The Shadow That Approaches Haibara's Secret: Part 2","The Shadow That Approaches Haibara's Secret: Part 2","0","2013",NA,NA,"Animation,Comedy,Crime",8.1,31,"nm0945506","nm1108327","nm0945506 - nm1108327"
"tt3056296","tvEpisode","Why Is Tom and Jerry Genius?","Why Is Tom and Jerry Genius?","0","2013",NA,"14","Comedy,Fantasy",7.2,78,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3060138","tvEpisode","Pilotwings 64","Pilotwings 64","0","2013",NA,NA,"Comedy,Talk-Show",7.5,26,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3064870","tvEpisode","Episode #12.6","Episode #12.6","0","2013",NA,NA,"Comedy,Game-Show",6,14,"nm0235663","nm0505386,nm0666168","nm0235663 - nm0505386,nm0666168"
"tt3066798","tvEpisode","Tales to Offend #1","Tales to Offend #1","0","2013",NA,"21","Comedy,Sci-Fi",7.8,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt3066806","tvEpisode","Plan 9 from Outer Space: 30 Years Later #1","Plan 9 from Outer Space: 30 Years Later #1","0","2013",NA,"24","Comedy,Sci-Fi",7,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt3066812","tvEpisode","Star Trek VI: The Undiscovered Country","Star Trek VI: The Undiscovered Country","0","2013",NA,"33","Comedy,Sci-Fi",6.6,11,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt3066814","tvEpisode","Brute Force #4","Brute Force #4","0","2013",NA,"29","Comedy,Sci-Fi",7.4,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt3066818","tvEpisode","SCI-Spy #4","SCI-Spy #4","0","2013",NA,"27","Comedy,Sci-Fi",7,6,"nm3809533","nm3809533","nm3809533 - nm3809533"
"tt3067532","tvEpisode","Friday the 13th","Friday the 13th","0","2013",NA,"21","Comedy",8.5,26,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3067576","tvEpisode","Nostalgia Critic's Top 11 Adult Jokes We Never Got as Kids","Nostalgia Critic's Top 11 Adult Jokes We Never Got as Kids","0","2013",NA,"7","Comedy,Fantasy",6.5,74,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3079000","short","The Reviewers","The Reviewers","0","2013",NA,"30","Comedy,Short",6.7,38,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3092402","tvEpisode","We're Not in Oklahoma No More","We're Not in Oklahoma No More","0","2013",NA,"44","Adventure,Family,Game-Show",7.5,57,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3093600","tvEpisode","The Last Airbender","The Last Airbender","0","2013",NA,"39","Comedy,Fantasy",8.7,181,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt3095314","tvEpisode","Atari Part 3","Atari Part 3","0","2013",NA,NA,"Comedy,Talk-Show",7.8,26,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3107310","tvEpisode","Pirates of the Caribbean: On Stranger Tides","Pirates of the Caribbean: On Stranger Tides","0","2011",NA,"30","Comedy,Talk-Show",5.8,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3107552","video","Top 40 Shitty Shark Movies","Top 40 Shitty Shark Movies","0","2013",NA,"24","Comedy,Short",8.2,277,"nm3005544","nm3005544","nm3005544 - nm3005544"
"tt3109372","tvEpisode","WTF Is with the Ending of the Graduate?","WTF Is with the Ending of the Graduate?","0","2013",NA,"9","Comedy,Fantasy",6.8,58,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3112268","tvEpisode","X-Men: First Class","X-Men: First Class","0","2011",NA,NA,"Comedy,Talk-Show",5.4,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116152","tvEpisode","Spy Kids 4D: All the Time in the World","Spy Kids 4D: All the Time in the World","0","2011",NA,NA,"Comedy,Talk-Show",6.8,6,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116178","tvEpisode","Star Wars Episode I: The Phantom Menace 3D/Journey 2: The Mysterious Island","Star Wars Episode I: The Phantom Menace 3D/Journey 2: The Mysterious Island","0","2012",NA,NA,"Comedy,Talk-Show",5.2,6,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116180","tvEpisode","The Hunger Games","The Hunger Games","0","2012",NA,NA,"Comedy,Talk-Show",6,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116212","tvEpisode","Rock of Ages/That's My Boy","Rock of Ages/That's My Boy","0","2012",NA,NA,"Comedy,Talk-Show",7.2,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116240","tvEpisode","ParaNorman/The Oogieloves in the Big Balloon Adventure","ParaNorman/The Oogieloves in the Big Balloon Adventure","0","2012",NA,"45","Comedy,Talk-Show",7.5,13,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3116728","short","Stoney","Stoney","0","2001",NA,"10","Comedy,Short",6.5,35,"nm3005544","nm3005544","nm3005544 - nm3005544"
"tt3118666","tvEpisode","Friday the 13th Part 2","Friday the 13th Part 2","0","2013",NA,"21","Comedy",7.9,24,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3118668","tvEpisode","Saturday the 14th","Saturday the 14th","0","2013",NA,"19","Comedy",7,17,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3118670","tvEpisode","42nd Street Forever, Volume 2: The Deuce","42nd Street Forever, Volume 2: The Deuce","0","2013",NA,"23","Comedy",7.5,18,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3121398","tvEpisode","Double Dare","Double Dare","0","2013",NA,NA,"Comedy,Talk-Show",6.7,25,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3124954","tvEpisode","Too Smart for Strangers","Too Smart for Strangers","0","2011",NA,NA,"Comedy",8.9,21,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3131082","tvEpisode","Demo Reel Annoys Rob Paulsen","Demo Reel Annoys Rob Paulsen","0","2012",NA,"5","Comedy",6.5,12,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3133014","tvEpisode","Bridge to Terabithia","Bridge to Terabithia","0","2013",NA,"29","Comedy,Fantasy",7.4,102,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt3133456","tvEpisode","Idina Menzel Singing, Frozen and Enchanted Info Interview & Wicked Duet with Piper Reese at Disney D23 Expo","Idina Menzel Singing, Frozen and Enchanted Info Interview & Wicked Duet with Piper Reese at Disney D23 Expo","0","2013",NA,NA,"Talk-Show",7,15,"nm4440179","nm4440179","nm4440179 - nm4440179"
"tt3139876","tvEpisode","Is the Big Lebowski a Masterpiece?","Is the Big Lebowski a Masterpiece?","0","2013",NA,"11","Comedy,Fantasy",7,69,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3139878","tvEpisode","The Shining Mini-Series","The Shining Mini-Series","0","2013",NA,"42","Comedy,Fantasy",8,119,"nm3766090","nm3766090,nm3597657","nm3766090 - nm3766090,nm3597657"
"tt3144190","tvEpisode","Knees and Knockers","Knees and Knockers","0","2013",NA,"29","Comedy,Game-Show",6.9,97,"nm0520961","nm0516032","nm0520961 - nm0516032"
"tt3145970","tvEpisode","Jack the Ripper Goes West","Jack the Ripper Goes West","0","2013",NA,"17","Comedy",8.2,15,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3145972","tvEpisode","Gayracula","Gayracula","0","2013",NA,"14","Comedy",8.4,18,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3152558","tvEpisode","House for Sale","House for Sale","0","2013",NA,NA,"Comedy,Drama",8.3,10,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3160266","tvEpisode","Zip It, Bingo","Zip It, Bingo","0","2013",NA,"43","Adventure,Family,Game-Show",7.6,47,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160268","tvEpisode","King Arthur Style","King Arthur Style","0","2013",NA,"44","Adventure,Family,Game-Show",7.7,45,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160270","tvEpisode","Beards in the Wind","Beards in the Wind","0","2013",NA,"43","Adventure,Family,Game-Show",8,47,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160272","tvEpisode","Get Our Groove On","Get Our Groove On","0","2013",NA,"43","Adventure,Family,Game-Show",7.6,43,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160274","tvEpisode","Choir Boy at Heart","Choir Boy at Heart","0","2013",NA,"44","Adventure,Family,Game-Show",7.6,43,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160276","tvEpisode","One Hot Camel","One Hot Camel","0","2013",NA,"43","Adventure,Family,Game-Show",7.6,40,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160278","tvEpisode","Part Like the Red Sea","Part Like the Red Sea","0","2013",NA,"43","Adventure,Family,Game-Show",7.6,42,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160280","tvEpisode","Speed Dating Is the Worst","Speed Dating Is the Worst","0","2013",NA,"43","Adventure,Family,Game-Show",7.7,41,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3160282","tvEpisode","Cobra in My Teeth","Cobra in My Teeth","0","2013",NA,"44","Adventure,Family,Game-Show",7.7,40,"nm0887536","nm1039864,nm0887536","nm0887536 - nm1039864,nm0887536"
"tt3163796","tvEpisode","King of Monsters 2","King of Monsters 2","0","2013",NA,NA,"Comedy,Talk-Show",6.9,25,"nm3006224","nm3005544","nm3006224 - nm3005544"
"tt3163872","tvEpisode","Why Do We Love Zombies?","Why Do We Love Zombies?","0","2013",NA,"10","Comedy,Fantasy",6.6,64,"nm3766090","nm3766090","nm3766090 - nm3766090"
"tt3165072","tvEpisode","The Black Sedan","The Black Sedan","0","2014",NA,NA,"Crime,Drama,Mystery",8.6,42,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165074","tvEpisode","Wyatt's Nightmare","Wyatt's Nightmare","0","2014",NA,NA,"Crime,Drama,Mystery",7.9,30,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165078","tvEpisode","Unanswered Calls","Unanswered Calls","0","2014",NA,NA,"Crime,Drama,Mystery",7.6,22,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165080","tvEpisode","Family Issues","Family Issues","0","2014",NA,NA,"Crime,Drama,Mystery",7.7,22,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165084","tvEpisode","Amanda's Revenge","Amanda's Revenge","0","2014",NA,NA,"Crime,Drama,Mystery",8.3,40,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165086","tvEpisode","Protecting Wyatt","Protecting Wyatt","0","2014",NA,NA,"Crime,Drama,Mystery",7.5,23,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165088","tvEpisode","Why Didn't You Tell Me?","Why Didn't You Tell Me?","0","2014",NA,NA,"Crime,Drama,Mystery",7.4,15,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165090","tvEpisode","March for Justice","March for Justice","0","2014",NA,NA,"Crime,Drama,Mystery",8.3,28,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165092","tvEpisode","Maggie's Plan","Maggie's Plan","0","2014",NA,NA,"Crime,Drama,Mystery",8.3,28,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165094","tvEpisode","Starting the Race","Starting the Race","0","2014",NA,NA,"Crime,Drama,Mystery",8.1,33,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165096","tvEpisode","The Confession","The Confession","0","2014",NA,NA,"Crime,Drama,Mystery",7.6,17,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165098","tvEpisode","You'll Be Sorry","You'll Be Sorry","0","2014",NA,NA,"Crime,Drama,Mystery",6.9,17,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165100","tvEpisode","Donald","Donald","0","2014",NA,NA,"Crime,Drama,Mystery",6.4,14,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165102","tvEpisode","The Sarandon Hotel","The Sarandon Hotel","0","2014",NA,NA,"Crime,Drama,Mystery",6.9,14,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165104","tvEpisode","Again and Again","Again and Again","0","2014",NA,NA,"Crime,Drama,Mystery",6.9,15,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165108","tvEpisode","Something's Wrong with Amanda","Something's Wrong with Amanda","0","2014",NA,NA,"Crime,Drama,Mystery",6.1,14,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165110","tvEpisode","The Awakening","The Awakening","0","2014",NA,NA,"Crime,Drama,Mystery",7.1,14,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165112","tvEpisode","The Vulnerable","The Vulnerable","0","2014",NA,NA,"Crime,Drama,Mystery",6.5,13,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165114","tvEpisode","Norman Hewens","Norman Hewens","0","2014",NA,NA,"Crime,Drama,Mystery",6.9,14,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3165116","tvEpisode","Checkmate","Checkmate","0","2014",NA,NA,"Crime,Drama,Mystery",6.8,13,"nm1347153","nm1347153","nm1347153 - nm1347153"
"tt3170602","tvEpisode","Tiger Electronic Games","Tiger Electronic Games","0","2013",NA,"19","Comedy,Fantasy,Sci-Fi",8.5,206,"nm3005544","nm3005544","nm3005544 - nm3005544"
"tt3175290","tvEpisode","Heil Honey, I'm Home","Heil Honey, I'm Home","0","2011",NA,"11","Comedy",8.4,14,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175292","tvEpisode","Rock: It's Your Decision","Rock: It's Your Decision","0","2011",NA,NA,"Comedy",9.2,22,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175294","tvEpisode","How Can I Tell If I'm Really in Love?","How Can I Tell If I'm Really in Love?","0","2011",NA,NA,"Comedy",8.5,14,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175296","tvEpisode","Poochinski","Poochinski","0","2011",NA,NA,"Comedy",7.9,11,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175298","tvEpisode","Intergalactic Thanksgiving","Intergalactic Thanksgiving","0","2011",NA,NA,"Comedy",7.1,8,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175300","tvEpisode","Mr. T's Be Somebody or Be Somebody's Fool","Mr. T's Be Somebody or Be Somebody's Fool","0","2012",NA,NA,"Comedy",8.3,11,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175302","tvEpisode","Bibleman","Bibleman","0","2012",NA,NA,"Comedy",7.6,20,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175304","tvEpisode","Animalympics","Animalympics","0","2012",NA,NA,"Comedy",8,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175306","tvEpisode","Bugs Bunny's Thanksgiving Diet","Bugs Bunny's Thanksgiving Diet","0","2012",NA,NA,"Comedy",7.1,7,"nm1121649","nm1121649","nm1121649 - nm1121649"
"tt3175308","tvEpisode","Deception of a Generation: Part 1","Deception of a Generation: Part 1","0","2013",NA,"27","Comedy",9.3,18,"nm1121649","nm1121649","nm1121649 - nm1121649"
